figure_id,panel_id,series_id,scientific_classification,semantic_role,source_or_formula,grid_or_domain,uncertainty_owner,visual_primitive,disposition,validity_gate,evidence_anchor,evidence_quality,verdict
fig:r123_conditional_universe_timeline,all,chronology_events,sparse_nodes_unconnected,conditional chronology evaluations,frozen evaluated chronology and residual events,declared figure domain; no extrapolation beyond the named owner,none unless stated in caption/owner,unconnected event markers,USE R153 UNCONNECTED-NODE SUCCESSOR,Not a derived formation history or continuous universe trajectory.,LaTex/FIGURE_REGISTRY.csv:fig:r123_conditional_universe_timeline | LaTex/ECT_preprint.tex:21428 | LaTex/work/preprint/R149_READER_LAYOUT_CANDIDATE_v1/remaining_figure_typography/scripts/build_r149_remaining_typography.py;LaTex/scripts/r153_line_semantics/build_r153_line_semantics_successors.py | LaTex/data/cosmology_r103/R103_TWO_SLOPE_CONDITIONAL_OBSERVABLES_v1.csv,REGISTRY_OWNER_CAPTION_AND_R153_SOURCE_AUDIT,PASS_SUPPORTED_NO_UNKNOWN
fig:dimensionality,all,force_law_regime_schematic,diagram/no scientific polyline,HRC regime/dimensionality schematic,declared asymptotic force-law labels,declared figure domain; no extrapolation beyond the named owner,none unless stated in caption/owner,"regions, arrows and labels",RETAIN; NOT SAMPLED-DATA INTERPOLATION,HRC source/metric bridge remains conditional.,LaTex/FIGURE_REGISTRY.csv:fig:dimensionality | LaTex/ECT_preprint.tex:21690 | LaTex/work/preprint/R149_READER_LAYOUT_CANDIDATE_v1/borderline_figure_typography/review_main_a/scripts/build_main_a_successors.py | LaTex/scripts/fig6_dimensionality.py,REGISTRY_OWNER_CAPTION_AND_R153_SOURCE_AUDIT,PASS_SUPPORTED_NO_UNKNOWN
fig:regime_diagram,all,galactic_status_regions,diagram/no scientific polyline,status diagram,declared response-regime regions and Open closure axis,declared figure domain; no extrapolation beyond the named owner,none unless stated in caption/owner,regions and boundaries,RETAIN; NO POINT CONNECTOR,Horizontal closure axis has no calibrated continuous owner.,LaTex/FIGURE_REGISTRY.csv:fig:regime_diagram | LaTex/ECT_preprint.tex:22112 | LaTex/work/preprint/R149_READER_LAYOUT_CANDIDATE_v1/borderline_figure_typography/review_main_a/scripts/build_main_a_successors.py | LaTex/scripts/fig_regime_diagram.py,REGISTRY_OWNER_CAPTION_AND_R153_SOURCE_AUDIT,PASS_SUPPORTED_NO_UNKNOWN
fig:r103_cluster_local_no_go,all,synthetic_cluster_profiles,diagram/no scientific polyline,synthetic local-map no-go,four hand-set schematic profiles,declared figure domain; no extrapolation beyond the named owner,none unless stated in caption/owner,profile maps and peak markers,RETAIN AS SYNTHETIC SCHEMATIC,Not reconstructed data and not fits.,LaTex/FIGURE_REGISTRY.csv:fig:r103_cluster_local_no_go | LaTex/ECT_preprint.tex:22433 | LaTex/scripts/cosmology/make_r103_corrected_cosmology_figures.py | LaTex/work/preprint/R127_VISUAL_COSMOLOGY_PES_COMPLETION_CANDIDATE_v1/components/font_readability_remediation_v1/assets/r103__r103_cluster_local_no_go__reader_scale_r127.pdf;LaTex/data/cosmology_r103/R103_CLUSTER_LOCAL_HRC_SYNTHETIC_v1.json,REGISTRY_OWNER_CAPTION_AND_R153_SOURCE_AUDIT,PASS_SUPPORTED_NO_UNKNOWN
fig:btfr_new_main,main,SPARC_outer_tail_points,observations_unconnected,external galaxy sample,frozen SPARC outer-tail proxies,declared figure domain; no extrapolation beyond the named owner,none unless stated in caption/owner,unconnected scatter markers,RETAIN UNCONNECTED,No line is inferred from observations.,LaTex/FIGURE_REGISTRY.csv:fig:btfr_new_main | LaTex/ECT_preprint.tex:23283 | LaTex/work/preprint/R123_VISUAL_READABILITY_AND_RESTORATION_CANDIDATE_v3/components/curve_luminance_readable/build_curve_luminance_readable_v1.py | LaTex/data/cosmology_r103/R103_CONDITIONAL_ECT_AGE_MATCHING_RESULTS_v1.json;LaTex/data/cosmology_r103/R103_OFFICIAL_CCCOVARIANCE_SUBSET_RESULT_v1.json;LaTex/data/cosmology_r103/R103_RESTRICTED_ISW_LENSING_PROXY_v1.json;LaTex/data/cosmology_r103/R103_RESTRICTED_LARGE_FLOW_PROXY_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_BACKGROUND_DENSE_METADATA_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_BACKGROUND_DENSE_v1.csv;LaTex/data/cosmology_r103/R103_TWO_SLOPE_CALIBRATED_SCAN_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_CONDITIONAL_OBSERVABLES_v1.csv;LaTex/data/cosmology_r103/R103_TWO_SLOPE_CONDITIONAL_OBSERVABLES_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_HWG_FROZEN_v1.csv;LaTex/data/cosmology_r113/R113_EARLY_RESPONSE_GROWTH_COLLAPSE_ENVELOPE_v3.csv;LaTex/data/hrc_r97/R97_HRC_PER_GALAXY_FITS.csv;LaTex/data/hrc_r97/R97_HRC_SOURCE_POINTS.csv;LaTex/data/hrc_r97/R97_HRC_UDG_DIAGNOSTIC.csv,REGISTRY_OWNER_CAPTION_AND_R153_SOURCE_AUDIT,PASS_SUPPORTED_NO_UNKNOWN
fig:btfr_new_main,main,conditional_slope_four_guide,statistical_fit/approximation,conditional BTFR guide,declared slope-four relation at matched/fitted scale,declared figure domain; no extrapolation beyond the named owner,none unless stated in caption/owner,qualified guide line,RETAIN WITH GUIDE/FIT QUALIFIER,Level-C diagnostic; not an independently predicted population relation.,LaTex/FIGURE_REGISTRY.csv:fig:btfr_new_main | LaTex/ECT_preprint.tex:23283 | LaTex/work/preprint/R123_VISUAL_READABILITY_AND_RESTORATION_CANDIDATE_v3/components/curve_luminance_readable/build_curve_luminance_readable_v1.py | LaTex/data/cosmology_r103/R103_CONDITIONAL_ECT_AGE_MATCHING_RESULTS_v1.json;LaTex/data/cosmology_r103/R103_OFFICIAL_CCCOVARIANCE_SUBSET_RESULT_v1.json;LaTex/data/cosmology_r103/R103_RESTRICTED_ISW_LENSING_PROXY_v1.json;LaTex/data/cosmology_r103/R103_RESTRICTED_LARGE_FLOW_PROXY_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_BACKGROUND_DENSE_METADATA_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_BACKGROUND_DENSE_v1.csv;LaTex/data/cosmology_r103/R103_TWO_SLOPE_CALIBRATED_SCAN_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_CONDITIONAL_OBSERVABLES_v1.csv;LaTex/data/cosmology_r103/R103_TWO_SLOPE_CONDITIONAL_OBSERVABLES_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_HWG_FROZEN_v1.csv;LaTex/data/cosmology_r113/R113_EARLY_RESPONSE_GROWTH_COLLAPSE_ENVELOPE_v3.csv;LaTex/data/hrc_r97/R97_HRC_PER_GALAXY_FITS.csv;LaTex/data/hrc_r97/R97_HRC_SOURCE_POINTS.csv;LaTex/data/hrc_r97/R97_HRC_UDG_DIAGNOSTIC.csv,REGISTRY_OWNER_CAPTION_AND_R153_SOURCE_AUDIT,PASS_SUPPORTED_NO_UNKNOWN
fig:btfr_new_main__continuation_scale_dispersion,main,scale_dispersion_points,observations_unconnected,frozen galaxy-level diagnostic,fitted scale values per galaxy,declared figure domain; no extrapolation beyond the named owner,none unless stated in caption/owner,unconnected scatter/histogram entries,RETAIN UNCONNECTED,No ordering by the plotting coordinate implies a trajectory.,LaTex/FIGURE_REGISTRY.csv:fig:btfr_new_main__continuation_scale_dispersion | LaTex/ECT_preprint.tex:23297 | LaTex/work/preprint/R123_VISUAL_READABILITY_AND_RESTORATION_CANDIDATE_v3/components/curve_luminance_readable/build_curve_luminance_readable_v1.py | LaTex/data/cosmology_r103/R103_CONDITIONAL_ECT_AGE_MATCHING_RESULTS_v1.json;LaTex/data/cosmology_r103/R103_OFFICIAL_CCCOVARIANCE_SUBSET_RESULT_v1.json;LaTex/data/cosmology_r103/R103_RESTRICTED_ISW_LENSING_PROXY_v1.json;LaTex/data/cosmology_r103/R103_RESTRICTED_LARGE_FLOW_PROXY_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_BACKGROUND_DENSE_METADATA_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_BACKGROUND_DENSE_v1.csv;LaTex/data/cosmology_r103/R103_TWO_SLOPE_CALIBRATED_SCAN_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_CONDITIONAL_OBSERVABLES_v1.csv;LaTex/data/cosmology_r103/R103_TWO_SLOPE_CONDITIONAL_OBSERVABLES_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_HWG_FROZEN_v1.csv;LaTex/data/cosmology_r113/R113_EARLY_RESPONSE_GROWTH_COLLAPSE_ENVELOPE_v3.csv;LaTex/data/hrc_r97/R97_HRC_PER_GALAXY_FITS.csv;LaTex/data/hrc_r97/R97_HRC_SOURCE_POINTS.csv;LaTex/data/hrc_r97/R97_HRC_UDG_DIAGNOSTIC.csv,REGISTRY_OWNER_CAPTION_AND_R153_SOURCE_AUDIT,PASS_SUPPORTED_NO_UNKNOWN
fig:btfr_new_main__continuation_scale_dispersion,main,summary_guide,statistical_fit/approximation,sample summary,declared median/reference guide,declared figure domain; no extrapolation beyond the named owner,none unless stated in caption/owner,directly labelled guide,RETAIN WITH STATISTICAL QUALIFIER,Guide is not an ECT law.,LaTex/FIGURE_REGISTRY.csv:fig:btfr_new_main__continuation_scale_dispersion | LaTex/ECT_preprint.tex:23297 | LaTex/work/preprint/R123_VISUAL_READABILITY_AND_RESTORATION_CANDIDATE_v3/components/curve_luminance_readable/build_curve_luminance_readable_v1.py | LaTex/data/cosmology_r103/R103_CONDITIONAL_ECT_AGE_MATCHING_RESULTS_v1.json;LaTex/data/cosmology_r103/R103_OFFICIAL_CCCOVARIANCE_SUBSET_RESULT_v1.json;LaTex/data/cosmology_r103/R103_RESTRICTED_ISW_LENSING_PROXY_v1.json;LaTex/data/cosmology_r103/R103_RESTRICTED_LARGE_FLOW_PROXY_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_BACKGROUND_DENSE_METADATA_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_BACKGROUND_DENSE_v1.csv;LaTex/data/cosmology_r103/R103_TWO_SLOPE_CALIBRATED_SCAN_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_CONDITIONAL_OBSERVABLES_v1.csv;LaTex/data/cosmology_r103/R103_TWO_SLOPE_CONDITIONAL_OBSERVABLES_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_HWG_FROZEN_v1.csv;LaTex/data/cosmology_r113/R113_EARLY_RESPONSE_GROWTH_COLLAPSE_ENVELOPE_v3.csv;LaTex/data/hrc_r97/R97_HRC_PER_GALAXY_FITS.csv;LaTex/data/hrc_r97/R97_HRC_SOURCE_POINTS.csv;LaTex/data/hrc_r97/R97_HRC_UDG_DIAGNOSTIC.csv,REGISTRY_OWNER_CAPTION_AND_R153_SOURCE_AUDIT,PASS_SUPPORTED_NO_UNKNOWN
fig:hrc_scale_analysis_main,all,nuisance_distributions,statistical_fit/approximation,frozen Level-C fitted-nuisance distributions,histogram/step estimators of fitted scales and M/L,declared figure domain; no extrapolation beyond the named owner,none unless stated in caption/owner,histogram and reference lines,RETAIN AS STATISTICAL ESTIMATORS,Not continuous physical response trajectories.,LaTex/FIGURE_REGISTRY.csv:fig:hrc_scale_analysis_main | LaTex/ECT_preprint.tex:23416 | LaTex/work/preprint/R123_VISUAL_READABILITY_AND_RESTORATION_CANDIDATE_v3/components/curve_luminance_readable/build_curve_luminance_readable_v1.py | LaTex/data/cosmology_r103/R103_CONDITIONAL_ECT_AGE_MATCHING_RESULTS_v1.json;LaTex/data/cosmology_r103/R103_OFFICIAL_CCCOVARIANCE_SUBSET_RESULT_v1.json;LaTex/data/cosmology_r103/R103_RESTRICTED_ISW_LENSING_PROXY_v1.json;LaTex/data/cosmology_r103/R103_RESTRICTED_LARGE_FLOW_PROXY_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_BACKGROUND_DENSE_METADATA_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_BACKGROUND_DENSE_v1.csv;LaTex/data/cosmology_r103/R103_TWO_SLOPE_CALIBRATED_SCAN_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_CONDITIONAL_OBSERVABLES_v1.csv;LaTex/data/cosmology_r103/R103_TWO_SLOPE_CONDITIONAL_OBSERVABLES_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_HWG_FROZEN_v1.csv;LaTex/data/cosmology_r113/R113_EARLY_RESPONSE_GROWTH_COLLAPSE_ENVELOPE_v3.csv;LaTex/data/hrc_r97/R97_HRC_PER_GALAXY_FITS.csv;LaTex/data/hrc_r97/R97_HRC_SOURCE_POINTS.csv;LaTex/data/hrc_r97/R97_HRC_UDG_DIAGNOSTIC.csv,REGISTRY_OWNER_CAPTION_AND_R153_SOURCE_AUDIT,PASS_SUPPORTED_NO_UNKNOWN
fig:chi2_comparison_main,main,HRC_0_and_HRC_3_response,exact_analytic_dense,response-law diagnostic,declared analytic HRC response laws,declared figure domain; no extrapolation beyond the named owner,none unless stated in caption/owner,dense analytic curves,RETAIN CONTINUOUS ANALYTIC CURVES,HRC-3 remains conditional/post-hoc; no fit through plotted nodes.,LaTex/FIGURE_REGISTRY.csv:fig:chi2_comparison_main | LaTex/ECT_preprint.tex:23428 | LaTex/work/preprint/R123_VISUAL_READABILITY_AND_RESTORATION_CANDIDATE_v3/components/curve_luminance_readable/build_curve_luminance_readable_v1.py | LaTex/data/cosmology_r103/R103_CONDITIONAL_ECT_AGE_MATCHING_RESULTS_v1.json;LaTex/data/cosmology_r103/R103_OFFICIAL_CCCOVARIANCE_SUBSET_RESULT_v1.json;LaTex/data/cosmology_r103/R103_RESTRICTED_ISW_LENSING_PROXY_v1.json;LaTex/data/cosmology_r103/R103_RESTRICTED_LARGE_FLOW_PROXY_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_BACKGROUND_DENSE_METADATA_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_BACKGROUND_DENSE_v1.csv;LaTex/data/cosmology_r103/R103_TWO_SLOPE_CALIBRATED_SCAN_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_CONDITIONAL_OBSERVABLES_v1.csv;LaTex/data/cosmology_r103/R103_TWO_SLOPE_CONDITIONAL_OBSERVABLES_v1.json;LaTex/data/cosmology_r103/R103_TWO_SLOPE_HWG_FROZEN_v1.csv;LaTex/data/cosmology_r113/R113_EARLY_RESPONSE_GROWTH_COLLAPSE_ENVELOPE_v3.csv;LaTex/data/hrc_r97/R97_HRC_PER_GALAXY_FITS.csv;LaTex/data/hrc_r97/R97_HRC_SOURCE_POINTS.csv;LaTex/data/hrc_r97/R97_HRC_UDG_DIAGNOSTIC.csv,REGISTRY_OWNER_CAPTION_AND_R153_SOURCE_AUDIT,PASS_SUPPORTED_NO_UNKNOWN
fig:sparc_external_model_comparison_r123_a,DDO154,HRC-0__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.505127282906, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:main-A:DDO154:HRC-0,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:sparc_external_model_comparison_r123_a,DDO154,HRC-0__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,12 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:main-A:DDO154:HRC-0,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:sparc_external_model_comparison_r123_a,DDO154,HRC-3__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.503019737811, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:main-A:DDO154:HRC-3,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:sparc_external_model_comparison_r123_a,DDO154,HRC-3__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,12 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:main-A:DDO154:HRC-3,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:sparc_external_model_comparison_r123_a,DDO154,MOND-standard__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.505088847392, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:main-A:DDO154:MOND-standard,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:sparc_external_model_comparison_r123_a,DDO154,MOND-standard__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,12 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:main-A:DDO154:MOND-standard,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:sparc_external_model_comparison_r123_a,DDO154,NFW-fit__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.551767271435, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:main-A:DDO154:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:sparc_external_model_comparison_r123_a,DDO154,NFW-fit__source_nodes,statistical_fit/approximation,two-parameter NFW estimator evaluated at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,12 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:main-A:DDO154:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:sparc_external_model_comparison_r123_a,DDO154,SPARC_observed_velocity,observations_unconnected,external SPARC observations,"frozen SPARC radius, velocity and uncertainty columns used by the rotation owner",12 irregular observed radii for this panel,SPARC displayed velocity errors,black unconnected error-bar markers,USE R154 UNCONNECTED OBSERVATIONS,"No connector, interpolation, or smoothing is assigned to observations.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:main-A:DDO154,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:sparc_external_model_comparison_r123_a,DDO154,baryons__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.472220054887, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:main-A:DDO154:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
